STD_YM,BLOCK_CD,X_COORD,Y_COORD,FLOW_POP_CNT_MON,FLOW_POP_CNT_TUS,FLOW_POP_CNT_WED,FLOW_POP_CNT_THU,FLOW_POP_CNT_FRI,FLOW_POP_CNT_SAT,FLOW_POP_CNT_SUN
202001,3.33703E+19,1000033.992,1885879.147,0.05,0.07,0.07,0.07,0.05,0.04,0.02
202001,3.33703E+19,1000033.992,1885979.147,0.02,0.02,0.02,0.02,0.02,0,0
202001,3.33703E+19,1000033.992,1886029.147,0.05,0.07,0.05,0.07,0.05,0,0
202001,3.33703E+19,1000033.992,1886179.147,1.08,1.17,1.08,1.18,1.06,0.76,0.58
202001,3.33703E+19,1000033.992,1886229.147,2.56,2.77,2.58,2.9,2.63,1.61,1.25
202001,3.33703E+19,1000033.992,1886279.147,2.56,2.75,2.47,2.83,2.53,1.18,0.92
202001,3.33703E+19,1000033.992,1886329.147,3.41,3.69,3.34,3.83,3.41,1.59,1.24
202001,3.33703E+19,1000033.992,1886379.147,4.73,5.19,4.47,5.28,4.31,0.53,0.41
202001,3.33703E+19,1000033.992,1886429.147,4.66,5.12,4.41,5.23,4.27,0.53,0.39
202001,3.33703E+19,1000033.992,1886479.147,7.84,8.62,8.41,8.76,8.33,7.2,5.39
202001,3.33703E+19,1000033.992,1886529.147,1.27,1.36,1.29,1.38,1.29,1.09,0.83
202001,3.33703E+19,1000033.992,1886579.147,5.39,5.97,5.93,6.02,5.9,5.79,4.31
202001,3.33704E+19,1000033.992,1886829.147,0,0,0,0.02,0,0,0
202001,3.33704E+19,1000033.992,1886879.147,0.04,0.04,0.02,0.04,0.02,0,0
202001,3.33704E+19,1000033.992,1886929.147,0.21,0.23,0.19,0.23,0.18,0,0
202001,3.33704E+19,1000033.992,1887279.147,0.79,0.88,0.87,0.9,0.85,0.76,0.57
202001,3.33704E+19,1000033.992,1887329.147,40.77,45.19,45.05,45.59,44.76,44.39,33.02
202001,3.33704E+19,1000033.992,1887379.147,46.86,52.2,51.84,53.5,52.27,49.57,36.32
202001,3.33704E+19,1000033.992,1887429.147,42.38,46.95,46.78,47.39,46.48,45.91,34.15
202001,3.33704E+19,1000033.992,1887529.147,1.87,2.08,2.03,2.14,2.05,1.71,1.25
202001,3.33704E+19,1000033.992,1887579.147,1.59,1.77,1.73,1.78,1.71,1.52,1.13
202001,3.33704E+19,1000033.992,1887629.147,0.79,0.88,0.87,0.9,0.85,0.76,0.57
202001,3.33704E+19,1000033.992,1887729.147,1.01,1.15,0.99,1.17,0.95,0.11,0.07
202001,3.33704E+19,1000033.992,1887779.147,1.17,1.31,1.13,1.32,1.08,0.12,0.09
202001,3.33704E+19,1000033.992,1887829.147,5.42,6.09,5.24,6.2,5.03,0.55,0.39
202001,3.33704E+19,1000033.992,1887879.147,2.19,2.51,2.15,2.54,2.07,0.19,0.14
202001,3.33704E+19,1000033.992,1887929.147,0.67,0.78,0.67,0.79,0.64,0.07,0.04
202001,3.33704E+19,1000033.992,1888029.147,39.73,46.03,44.43,46.32,43.58,36.53,23.17
202001,3.33704E+19,1000033.992,1888079.147,53.31,60.69,58.7,61.11,57.35,48.72,32.23
202001,3.33704E+19,1000033.992,1888129.147,2.7,3.13,2.97,3.2,2.95,2.14,1.36
202001,3.33704E+19,1000033.992,1888179.147,1.8,2.08,1.98,2.14,1.96,1.43,0.92
202001,3.33704E+19,1000033.992,1888229.147,2.3,2.65,2.53,2.67,2.45,1.84,1.17
202001,3.33704E+19,1000033.992,1888279.147,2.03,2.31,2.21,2.33,2.15,1.62,1.08
202001,3.33704E+19,1000033.992,1888429.147,1.02,1.17,1.11,1.17,1.08,0.81,0.53
202001,3.33704E+19,1000033.992,1888479.147,0.76,0.88,0.85,0.88,0.81,0.62,0.39
202001,3.33704E+19,1000033.992,1888629.147,0.48,0.57,0.48,0.57,0.44,0,0
202001,3.33704E+19,1000033.992,1888679.147,0.34,0.39,0.34,0.39,0.32,0,0
202001,3.33704E+19,1000033.992,1888929.147,0.6,0.67,0.57,0.67,0.53,0,0
202001,3.33704E+19,1000033.992,1888979.147,0.9,0.97,0.83,0.95,0.78,0,0
202001,3.33704E+19,1000033.992,1889029.147,4.06,4.61,4.38,4.59,4.27,3.23,2.24
202001,3.33704E+19,1000033.992,1889179.147,1.84,2.07,2.17,2.03,2.15,2.97,2.31
202001,3.33704E+19,1000033.992,1889529.147,11.37,12.86,10.81,12.47,10.14,1.36,1.08
202001,3.33704E+19,1000033.992,1889579.147,13.1,14.82,12.45,14.36,11.67,1.57,1.24
202001,3.33704E+19,1000033.992,1889629.147,13.83,14.83,12.7,14.78,12.38,1.54,1.2
202001,3.33704E+19,1000033.992,1889679.147,10.59,11.3,9.8,11.09,9.24,1.24,0.99
202001,3.33704E+19,1000033.992,1889729.147,3.27,3.53,3.09,3.57,2.95,0.32,0.23
202001,3.33704E+19,1000033.992,1889779.147,6.09,6.5,5.62,6.37,5.3,0.71,0.57
202001,3.33704E+19,1000033.992,1889829.147,2.33,2.51,2.19,2.53,2.1,0.23,0.16
202001,3.33704E+19,1000033.992,1890329.147,0.19,0.21,0.19,0.23,0.19,0,0
202001,3.33704E+19,1000033.992,1890429.147,2.91,3.58,3.43,3.48,3.55,4.52,2.37
202001,3.33704E+19,1000033.992,1890479.147,11.76,14.18,13.47,13.81,13.95,16.9,9.08
202001,3.33704E+19,1000033.992,1890679.147,0.05,0.07,0.05,0.07,0.05,0.04,0.04
202001,3.33704E+19,1000033.992,1890729.147,0.81,0.88,0.79,0.92,0.83,0.39,0.28
202001,3.33704E+19,1000033.992,1890779.147,0.85,0.9,0.79,0.9,0.81,0.42,0.37
202001,3.33704E+19,1000033.992,1890829.147,2.86,3.05,2.75,2.97,2.9,2.12,1.71
202001,3.33704E+19,1000033.992,1891029.147,0.05,0.05,0.07,0.07,0.07,0.05,0.05
202001,3.33704E+19,1000033.992,1891079.147,0.62,0.64,0.65,0.69,0.65,0.48,0.46
202001,3.33704E+19,1000033.992,1891129.147,1.36,1.39,1.17,1.39,1.17,0.23,0.21
202001,3.33704E+19,1000033.992,1891179.147,11.14,11.44,10.72,11.44,10.77,7.96,7.66
202001,3.33704E+19,1000033.992,1891229.147,28.39,29.14,28.69,29.42,29.05,26.45,25.6
202001,3.33704E+19,1000033.992,1891279.147,69.01,70.65,70.88,70.54,71.97,74.76,71.5
202001,3.33704E+19,1000033.992,1891329.147,611.99,629.21,610.55,634.88,617.93,527.71,504.63
202001,3.33704E+19,1000033.992,1891379.147,380.18,392.22,405.75,396.64,415.55,457.89,436.42
202001,3.33704E+19,1000033.992,1891429.147,182.07,187.85,190.42,189.95,194.24,198.02,188.73
202001,3.33704E+19,1000033.992,1891479.147,4.94,5.07,4.59,5,4.66,3.11,2.98
202001,3.33704E+19,1000033.992,1891579.147,42.06,42.94,40.91,41.66,42.82,40.12,36.91
202001,3.33704E+19,1000033.992,1891629.147,86.44,88.5,87.18,88.2,88.15,82.68,81.05
202001,3.33704E+19,1000033.992,1891679.147,1.89,2.1,2.08,2.17,2.22,2,1.62
202001,3.33704E+19,1000033.992,1891729.147,116.4,119.77,112.36,119.28,114.23,86.01,82.11
202001,3.33704E+19,1000033.992,1891779.147,108.97,112.11,105.12,111.65,106.87,80.27,76.64
202001,3.33704E+19,1000033.992,1891829.147,98.71,100.72,93.48,99.66,95.3,71.87,69.26
202001,3.33704E+19,1000033.992,1891879.147,25.57,28.78,26.59,29.12,27.92,21.53,15.68
202001,3.33704E+19,1000033.992,1891929.147,5.79,6.53,6.02,6.67,6.67,6.78,5.6
202001,3.33704E+19,1000033.992,1892029.147,2.35,2.26,2.22,2.51,2.58,2.45,2.07
202001,3.33704E+19,1000033.992,1892079.147,3.9,4.43,4.22,4.52,4.54,4.79,3.62
202001,3.33704E+19,1000033.992,1892129.147,3.32,3.78,3.53,3.81,3.81,4.04,2.98
202001,3.33704E+19,1000033.992,1892179.147,4.73,4.96,4.49,5.39,5.44,4.5,3.6
202001,3.33704E+19,1000033.992,1892229.147,1.5,1.7,1.47,1.7,1.54,0.78,0.57
202001,3.33704E+19,1000033.992,1892429.147,0.99,1.11,1.06,1.09,1.17,1.25,1.09
202001,3.33704E+19,1000033.992,1892479.147,0.85,0.97,0.94,0.99,1.04,1.41,1.13
202001,3.33704E+19,1000033.992,1892629.147,0.81,0.94,0.92,0.95,1.02,1.41,1.13
202001,3.33704E+19,1000033.992,1892779.147,0.58,0.65,0.58,0.67,0.65,0.65,0.51
202001,3.33704E+19,1000033.992,1892829.147,1.29,1.47,1.36,1.45,1.5,1.48,1.31
202001,3.33704E+19,1000033.992,1892879.147,2.14,2.03,2.03,2.22,2.38,2.4,2.12
202001,3.33704E+19,1000033.992,1892979.147,0.71,0.79,0.62,0.81,0.67,0.16,0.12
202001,3.33704E+19,1000033.992,1893079.147,0.42,0.48,0.41,0.44,0.44,0.3,0.3
202001,3.33704E+19,1000033.992,1893129.147,2.12,1.94,1.96,2.26,2.58,2.83,2.4
202001,3.33704E+19,1000033.992,1893179.147,1.24,1.22,1.17,1.39,1.59,1.71,1.41
202001,3.33704E+19,1000033.992,1893229.147,1.61,1.59,1.52,1.84,2.08,2.28,1.87
202001,3.33704E+19,1000033.992,1893279.147,1.8,1.77,1.73,2.05,2.4,2.79,2.3
202001,3.33704E+19,1000033.992,1893329.147,1.08,1.06,1.04,1.22,1.43,1.68,1.38
202001,3.33704E+19,1000033.992,1893379.147,7.38,7.28,7.35,8.41,10.63,14.11,11.64
202001,3.33704E+19,1000033.992,1893429.147,9.85,9.71,9.73,11.23,13.95,17.98,14.82
202001,3.33704E+19,1000033.992,1893479.147,14.14,13.44,13.33,15.31,16.92,17.82,14.83
202001,3.33704E+19,1000033.992,1893529.147,7.75,7.1,7.19,8.3,9.45,10.38,8.81
202001,3.33704E+19,1000033.992,1893579.147,3.88,3.83,3.74,4.43,5.23,6.09,5.01
202001,3.33704E+19,1000033.992,1893629.147,3.18,3.14,3.05,3.62,4.27,4.98,4.1
202001,3.33704E+19,1000033.992,1893679.147,1.77,1.75,1.7,2.01,2.37,2.77,2.28
202001,3.33704E+19,1000033.992,1893729.147,1.41,1.39,1.36,1.61,1.91,2.21,1.82
202001,3.12204E+19,1000033.992,1895579.147,0.88,0.94,0.97,0.99,1.09,1.32,0.9
202001,3.12204E+19,1000033.992,1895629.147,0.19,0.21,0.23,0.23,0.25,0.3,0.21
202001,3.12204E+19,1000033.992,1895679.147,0.19,0.21,0.23,0.23,0.25,0.3,0.21
202001,3.12204E+19,1000033.992,1896079.147,0.44,0.48,0.51,0.49,0.58,0.78,0.53
202001,3.12204E+19,1000033.992,1896729.147,0.09,0.09,0.09,0.11,0.09,0.02,0.02
202001,3.12204E+19,1000033.992,1896779.147,1.27,1.45,1.25,1.52,1.27,0.25,0.16
202001,3.12204E+19,1000033.992,1897179.147,0,0,0.11,0.02,0.18,0.74,0.51
202001,3.12204E+19,1000033.992,1898329.147,1.45,1.55,1.32,1.59,1.38,0.09,0.07
202001,3.12204E+19,1000033.992,1898379.147,1.45,1.55,1.32,1.59,1.38,0.09,0.07
202001,3.12204E+19,1000033.992,1898729.147,1.8,1.94,1.64,1.98,1.7,0.09,0.07
202001,3.12204E+19,1000033.992,1899229.147,0.19,0.19,0.16,0.21,0.16,0,0
202001,3.12204E+19,1000033.992,1899329.147,0.39,0.39,0.32,0.42,0.34,0,0
202001,3.12204E+19,1000033.992,1899429.147,0.09,0.09,0.07,0.11,0.09,0.02,0.02
202001,3.12204E+19,1000033.992,1899779.147,4.59,4.94,5.51,5.05,6.04,8.74,6.52
202001,3.12204E+19,1000033.992,1899979.147,0.53,0.57,0.57,0.6,0.64,0.67,0.51
202001,3.12204E+19,1000033.992,1900329.147,5.67,5.79,4.77,6.15,5.01,0.79,0.58
202001,3.12204E+19,1000033.992,1900379.147,1.68,1.66,1.39,1.84,1.48,0.23,0.18
202001,3.12204E+19,1000033.992,1900429.147,4.03,4.1,3.43,4.33,3.62,0.64,0.49
202001,3.12204E+19,1000033.992,1900479.147,10.67,12.11,10.47,11.6,10.22,1.48,1.04
202001,3.12204E+19,1000033.992,1900529.147,8.58,9.52,8.12,9.24,8.07,1.25,0.88
202001,3.12204E+19,1000033.992,1900579.147,2.47,2.51,2.3,2.44,2.65,3,2.19
202001,3.12204E+19,1000033.992,1900629.147,37.21,40.75,45.58,40.38,49.92,78.05,56.84
202001,3.12204E+19,1000033.992,1900679.147,22.69,25.09,26.15,24.32,28.32,38.14,27.21
202001,3.12204E+19,1000033.992,1900879.147,10.9,12.38,13.05,11.87,13.72,17.82,12.43
202001,3.12204E+19,1000033.992,1901429.147,0.46,0.53,0.46,0.51,0.44,0.02,0.02
202001,3.12204E+19,1000033.992,1901479.147,0.44,0.51,0.44,0.49,0.42,0.02,0.02
202001,3.12104E+19,1000033.992,1902779.147,0.07,0.07,0.07,0.07,0.07,0.05,0.04
202001,3.12104E+19,1000033.992,1904279.147,0.23,0.23,0.19,0.25,0.21,0,0
202001,3.12104E+19,1000033.992,1904329.147,0.69,0.72,0.58,0.71,0.58,0,0
202001,3.12104E+19,1000033.992,1904379.147,0.34,0.35,0.28,0.37,0.3,0,0
202001,3.12104E+19,1000033.992,1904429.147,41.6,43.05,40.84,44.71,48.38,59.44,37.1
202001,3.12104E+19,1000033.992,1904679.147,0.99,1.02,0.88,1.06,0.99,0.55,0.34
202001,3.12104E+19,1000033.992,1904729.147,0.3,0.3,0.28,0.32,0.34,0.37,0.23
202001,3.12104E+19,1000033.992,1904829.147,19.23,19.94,18.86,20.92,22.46,26.06,16.1
202001,3.12104E+19,1000033.992,1904879.147,31.08,32.17,30.53,33.41,36.18,44.59,27.83
202001,3.12104E+19,1000033.992,1904929.147,0.11,0.12,0.11,0.12,0.11,0,0
202001,3.12104E+19,1000033.992,1905579.147,1.78,1.85,1.84,1.89,1.96,2.03,1.73
202001,3.12104E+19,1000033.992,1906029.147,0.05,0.05,0.04,0.05,0.04,0,0
202001,3.12104E+19,1000033.992,1906929.147,3.5,3.74,3.71,4.27,5.56,7.56,3.16
202001,3.12104E+19,1000033.992,1907129.147,0.09,0.09,0.07,0.09,0.07,0,0
202001,3.12104E+19,1000033.992,1908229.147,1.36,1.45,1.36,1.52,1.57,1.39,1.08
202001,3.12104E+19,1000033.992,1908279.147,0.69,0.72,0.67,0.72,0.76,0.76,0.55
202001,3.12104E+19,1000033.992,1908379.147,1.41,1.5,1.55,1.73,2.7,4.52,1.64
202001,3.12104E+19,1000033.992,1908879.147,9.45,9.87,9.46,10.74,10.22,3.55,1.2
202001,3.12104E+19,1000033.992,1908929.147,17.27,18.96,17.39,19.07,18.01,4.79,1.87
202001,3.12104E+19,1000033.992,1908979.147,20.91,23.06,22.48,22.9,23.43,26.24,10.01
202001,3.12104E+19,1000033.992,1909029.147,0.92,1.08,1.18,0.9,1.29,2.42,0.72
202001,3.12104E+19,1000033.992,1910029.147,249.1,238.03,253.76,237.36,270.45,330.44,289.54
202001,3.12104E+19,1000033.992,1910129.147,255.6,244.23,258.97,243.56,275.45,330.61,289.72
202001,3.12104E+19,1000033.992,1910229.147,2.58,2.56,2.58,2.68,2.88,2.86,2.24
202001,3.12104E+19,1000033.992,1910579.147,1.17,1.15,0.97,1.2,0.99,0.04,0.04
202001,3.12104E+19,1000033.992,1910679.147,0.34,0.34,0.28,0.35,0.28,0.02,0.02
202001,3.12104E+19,1000033.992,1911329.147,53.15,56.72,53.73,57.34,64.05,62.58,48.65
202001,3.12104E+19,1000033.992,1911379.147,0.18,0.21,0.19,0.19,0.19,0.18,0.11
202001,3.12104E+19,1000033.992,1912079.147,0.35,0.41,0.37,0.41,0.37,0.34,0.23
202001,3.12104E+19,1000033.992,1913429.147,0.65,0.71,0.62,0.65,0.65,0.51,0.37
202001,3.12104E+19,1000033.992,1913479.147,0.26,0.32,0.28,0.28,0.3,0.23,0.18
202001,3.12104E+19,1000033.992,1913529.147,0.26,0.32,0.28,0.28,0.3,0.23,0.18
202001,3.12104E+19,1000033.992,1913779.147,2.4,3,2.45,2.75,2.53,0.79,0.57
202001,3.12104E+19,1000033.992,1913829.147,4.87,6.45,5.14,5.84,5.03,1.24,0.95
202001,3.12104E+19,1000033.992,1913929.147,0.23,0.26,0.23,0.26,0.23,0.07,0.05
202001,3.12104E+19,1000033.992,1914179.147,0.19,0.26,0.19,0.25,0.19,0,0
202001,3.12104E+19,1000033.992,1914229.147,0.23,0.28,0.23,0.26,0.21,0,0
202001,3.12104E+19,1000033.992,1914879.147,0.46,0.51,0.48,0.48,0.46,0.37,0.34
202001,3.12104E+19,1000033.992,1914929.147,5.99,7.73,6.43,7.05,6.07,3.27,2.6
202001,3.12104E+19,1000033.992,1915029.147,2.38,3.37,2.86,2.91,2.86,1.96,1.55
202001,3.12104E+19,1000033.992,1915079.147,1.71,2.58,2.08,2.05,2,1.32,1.24
202001,3.12104E+19,1000033.992,1915129.147,8.42,11.69,9.87,9.55,9.64,6.06,5.01
202001,3.12104E+19,1000033.992,1915179.147,10.49,14.44,11.99,11.94,11.97,7.35,5.93
202001,3.12104E+19,1000033.992,1915229.147,0.6,0.81,1.17,0.67,0.88,3.32,2.68
202001,3.12104E+19,1000033.992,1915279.147,0.49,0.69,0.51,0.57,0.55,0.04,0.02
202001,3.12104E+19,1000033.992,1915379.147,3.18,4.08,3.05,3.66,3.48,0.16,0.12
202001,3.12104E+19,1000033.992,1915429.147,3.92,5.58,4.27,4.63,4.5,0.18,0.16
202001,3.12104E+19,1000033.992,1915479.147,6,7.96,5.97,6.92,6.75,1.48,1.04
202001,3.12104E+19,1000033.992,1915529.147,1.52,1.57,1.45,1.68,1.62,0.88,0.76
202001,3.12104E+19,1000033.992,1915579.147,18.84,23.66,20.17,19.88,20.47,11.9,8.95
202001,3.12104E+19,1000033.992,1915629.147,8.3,8.78,8.02,8.92,8.25,4.45,3.94
202001,3.12104E+19,1000033.992,1915679.147,8.25,8.85,8.16,9.13,8.86,5.83,5.1
202001,3.12104E+19,1000033.992,1915729.147,6,6.32,6.27,6.71,6.87,5.76,4.93
202001,3.12104E+19,1000033.992,1915829.147,13.07,13.67,13.51,14.53,15.08,13.07,11.27
202001,3.12104E+19,1000033.992,1915879.147,83.75,90.85,86.74,93.8,94.05,70.9,60.18
202001,3.12104E+19,1000033.992,1915929.147,131.46,129.49,134.1,134.8,143.33,139.23,132.4
202001,3.12101E+19,1000033.992,1915979.147,37.12,39.61,38.58,41.39,42.64,36.69,32.16
202001,3.12101E+19,1000033.992,1916179.147,0.46,0.44,0.46,0.48,0.53,0.6,0.57
202001,3.12101E+19,1000033.992,1916229.147,4.17,4.01,4.96,4.33,6.13,10.24,9.57
202001,3.12101E+19,1000033.992,1916479.147,0.46,0.48,0.42,0.49,0.41,0.14,0.12
202001,3.12101E+19,1000033.992,1916729.147,49.12,53.17,65.16,57.18,58.73,71.67,87.13
202001,3.12101E+19,1000033.992,1916779.147,17.32,18.74,22.9,20.17,20.66,24.97,30.35
202001,3.12101E+19,1000033.992,1917179.147,0.05,0.05,0.04,0.05,0.04,0,0
202001,3.12101E+19,1000033.992,1919579.147,0.14,0.16,0.14,0.18,0.16,0,0
202001,3.12101E+19,1000033.992,1919629.147,1.52,1.64,1.45,1.66,1.52,0.25,0.25
202001,3.12101E+19,1000033.992,1920079.147,14.9,16.53,15.59,17.3,16.88,14.04,11.69
